google_name,epass_name,osm_id,osm_name,distance_to_origin,origin_osm_id,origin_osm_name,latitude,longitude,google_maps_url,origin_osm_latitude,origin_osm_longitude
Trạm thu phí Cà Ná,Cà Ná,6860674132,Trạm thu phí Cà Ná,11.1,6860674126,Trạm Thu Phí Cà Ná,11.373640099526892,108.8810689,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%C3%A0+N%C3%A1/data=!4m7!3m6!1s0x31772b9e6ca9e32b:0xfb8ea3546b324b43!8m2!3d11.3736884!4d108.8810717!16s%2Fg%2F11qb5qnhpt!19sChIJK-OpbJ4rdzERQ0sya1Sjjvs?authuser=0&hl=vi&rclk=1,11.373604299526889,108.88116389999999
Trạm thu phí Cần Thơ - Phụng Hiệp,Cần Thơ - Phụng Hiệp,9381034607,Trạm thu phí Cần Thơ - Phụng Hiệp,0.0,9381034607,Trạm Thu Phí Cần Thơ - Phụng Hiệp,9.972865699436683,105.74045099999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7n+Th%C6%A1+-+Ph%E1%BB%A5ng+Hi%E1%BB%87p/data=!4m7!3m6!1s0x31a089d108f418a7:0xa857b8801fb1de71!8m2!3d9.9728676!4d105.7404303!16s%2Fg%2F11gzngmf37!19sChIJpxj0CNGJoDERcd6xH4C4V6g?authuser=0&hl=vi&rclk=1,9.972865699436685,105.74045099999998
Trạm thu phí Cần Thơ - Phụng Hiệp,Cần Thơ - Phụng Hiệp,9381034607,Trạm thu phí Cần Thơ - Phụng Hiệp,13.3,9381034606,Trạm Thu Phí Cần Thơ - Phụng Hiệp,9.972865699436683,105.74045099999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7n+Th%C6%A1+-+Ph%E1%BB%A5ng+Hi%E1%BB%87p/data=!4m7!3m6!1s0x31a089d108f418a7:0xa857b8801fb1de71!8m2!3d9.9728676!4d105.7404303!16s%2Fg%2F11gzngmf37!19sChIJpxj0CNGJoDERcd6xH4C4V6g?authuser=0&hl=vi&rclk=1,9.972923199436687,105.74034479999999
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,0.0,12323861336,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.8628088004016,106.7849049
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,5.0,12323861337,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.8628445004016,106.78487509999998
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,5.9,12323861335,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.862768400401595,106.7849415
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,10.7,9524153630,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.8627362004016,106.7849718
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,17.0,12323861347,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.862828000401596,106.78474279999999
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,20.1,12323861346,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.862864000401597,106.7847205
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,24.9,12323861345,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.8628960004016,106.7846843
Trạm thu phí Cầu Bạch Đằng,Cầu Bạch Đằng,12323861336,Trạm Thu phí Cầu Bạch Đằng,31.9,9524153629,Trạm Thu Phí Cầu Bạch Đằng,20.8628088004016,106.7849049,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,20.862951400401602,106.78463850000001
Trạm Thu phí Cầu Phú Cường,Cầu Phú Cường,13148658999,Trạm thu phí Cầu Phú Cường,0.0,13148658999,Trạm thu phí Cầu Phú Cường,10.983531699497444,106.6431918,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Ph%C3%BA+C%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x3174d14364d415af:0x53e0435313092d82!8m2!3d10.983539!4d106.6431761!16s%2Fg%2F11g9hgm5qb!19sChIJrxXUZEPRdDERgi0JE1ND4FM?authuser=0&hl=vi&rclk=1,10.983531699497444,106.6431918
Trạm Thu phí Cầu Phú Cường,Cầu Phú Cường,13148658999,Trạm thu phí Cầu Phú Cường,2.3,11458540415,Trạm Thu Phí Cầu Phú Cường,10.983531699497444,106.6431918,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Ph%C3%BA+C%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x3174d14364d415af:0x53e0435313092d82!8m2!3d10.983539!4d106.6431761!16s%2Fg%2F11g9hgm5qb!19sChIJrxXUZEPRdDERgi0JE1ND4FM?authuser=0&hl=vi&rclk=1,10.983520399497445,106.64317469999999
Trạm Thu phí Cầu Phú Cường,Cầu Phú Cường,13148658999,Trạm thu phí Cầu Phú Cường,7.4,12712095479,Trạm Thu Phí Cầu Phú Cường,10.983531699497444,106.6431918,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Ph%C3%BA+C%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x3174d14364d415af:0x53e0435313092d82!8m2!3d10.983539!4d106.6431761!16s%2Fg%2F11g9hgm5qb!19sChIJrxXUZEPRdDERgi0JE1ND4FM?authuser=0&hl=vi&rclk=1,10.983520399497445,106.6431247
Trạm Thu phí Cầu Phú Cường,Cầu Phú Cường,13148658999,Trạm thu phí Cầu Phú Cường,58.7,11115627566,Trạm Thu Phí Cầu Phú Cường,10.983531699497444,106.6431918,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Ph%C3%BA+C%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x3174d14364d415af:0x53e0435313092d82!8m2!3d10.983539!4d106.6431761!16s%2Fg%2F11g9hgm5qb!19sChIJrxXUZEPRdDERgi0JE1ND4FM?authuser=0&hl=vi&rclk=1,10.98405079949748,106.643292
Trạm thu phí Cầu Rạch Miễu,Cầu Rạch Miễu,1025088286,Trạm thu phí Cầu Rạch Miễu,8.7,4585001580,Trạm Thu Phí Cầu Rạch Miễu,10.314729876318813,106.34837555286845,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+R%E1%BA%A1ch+Mi%E1%BB%85u/data=!4m7!3m6!1s0x310aaf6246456bb5:0xd90563e44e30b839!8m2!3d10.3147072!4d106.3483764!16s%2Fg%2F12lsmn4x4!19sChIJtWtFRmKvCjERObgwTuRjBdk?authuser=0&hl=vi&rclk=1,10.314737299454606,106.3484549
Trạm thu phí Cầu Rạch Miễu,Cầu Rạch Miễu,1025088286,Trạm thu phí Cầu Rạch Miễu,11.8,8819705000,Trạm Thu Phí Cầu Rạch Miễu,10.314729876318813,106.34837555286845,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+R%E1%BA%A1ch+Mi%E1%BB%85u/data=!4m7!3m6!1s0x310aaf6246456bb5:0xd90563e44e30b839!8m2!3d10.3147072!4d106.3483764!16s%2Fg%2F12lsmn4x4!19sChIJtWtFRmKvCjERObgwTuRjBdk?authuser=0&hl=vi&rclk=1,10.314723999454603,106.3482678
Trạm thu phí Cẩm Phả,Cẩm Phả,-19037572,Trạm thu phí Cẩm Phả,8.2,12786478149,Trạm Thu Phí Cẩm Phả,21.00303405808283,107.3273623742909,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+C%E1%BA%A9m+Ph%E1%BA%A3/data=!4m7!3m6!1s0x314b01ad9579ffb9:0xa12f7d8f16a2a2ec!8m2!3d21.0031012!4d107.3271867!16s%2Fg%2F11fx9h1q9d!19sChIJuf95la0BSzER7KKiFo99L6E?authuser=0&hl=vi&rclk=1,21.003037600404408,107.3274414
Trạm thu phí Cẩm Phả,Cẩm Phả,-19037572,Trạm thu phí Cẩm Phả,8.4,12786478148,Trạm Thu Phí Cẩm Phả,21.00303405808283,107.3273623742909,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+C%E1%BA%A9m+Ph%E1%BA%A3/data=!4m7!3m6!1s0x314b01ad9579ffb9:0xa12f7d8f16a2a2ec!8m2!3d21.0031012!4d107.3271867!16s%2Fg%2F11fx9h1q9d!19sChIJuf95la0BSzER7KKiFo99L6E?authuser=0&hl=vi&rclk=1,21.003079000404412,107.32742789999999
Trạm thu phí Cẩm Phả,Cẩm Phả,-19037572,Trạm thu phí Cẩm Phả,11.0,12786478150,Trạm Thu Phí Cẩm Phả,21.00303405808283,107.3273623742909,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+C%E1%BA%A9m+Ph%E1%BA%A3/data=!4m7!3m6!1s0x314b01ad9579ffb9:0xa12f7d8f16a2a2ec!8m2!3d21.0031012!4d107.3271867!16s%2Fg%2F11fx9h1q9d!19sChIJuf95la0BSzER7KKiFo99L6E?authuser=0&hl=vi&rclk=1,21.00299210040441,107.3274579
Trạm thu phí Cẩm Phả,Cẩm Phả,-19037572,Trạm thu phí Cẩm Phả,11.8,12786478147,Trạm Thu Phí Cẩm Phả,21.00303405808283,107.3273623742909,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+C%E1%BA%A9m+Ph%E1%BA%A3/data=!4m7!3m6!1s0x314b01ad9579ffb9:0xa12f7d8f16a2a2ec!8m2!3d21.0031012!4d107.3271867!16s%2Fg%2F11fx9h1q9d!19sChIJuf95la0BSzER7KKiFo99L6E?authuser=0&hl=vi&rclk=1,21.00312920040441,107.3274121
Trạm thu phí Cẩm Phả,Cẩm Phả,-19037572,Trạm thu phí Cẩm Phả,17.0,12786478146,Trạm Thu Phí Cẩm Phả,21.00303405808283,107.3273623742909,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+C%E1%BA%A9m+Ph%E1%BA%A3/data=!4m7!3m6!1s0x314b01ad9579ffb9:0xa12f7d8f16a2a2ec!8m2!3d21.0031012!4d107.3271867!16s%2Fg%2F11fx9h1q9d!19sChIJuf95la0BSzER7KKiFo99L6E?authuser=0&hl=vi&rclk=1,21.003184200404412,107.327395
Trạm thu phí Cầu Cổ Chiên,Cổ Chiên,1011243028,Trạm thu phí Càu Cổ Chiên,0.6,9329719956,Trạm Thu Phí Cổ Chiên,10.019911169934328,106.29746562304084,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+phi%CC%81+C%E1%BA%A7u+C%E1%BB%95+Chi%C3%AAn/@10.0199467,106.2974383,17z/data=!3m1!4b1!4m6!3m5!1s0x31a011d2e7cc7445:0x5736ca957fd86d!8m2!3d10.0199467!4d106.2974383!16s%2Fg%2F11c5gdl6p7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",10.019905799438984,106.29746689999999
Trạm thu phí ĐT741,DT741,1096685801,Trạm thu phí Số 1 - ĐT.741,7.3,4094748408,Trạm Thu Phí DT741,11.221867296920102,106.72532641673897,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90T741/@11.2218334,106.7252837,17z/data=!3m1!4b1!4m6!3m5!1s0x3174c7ec066570e9:0x71f957b08d6184c7!8m2!3d11.2218334!4d106.7252837!16s%2Fg%2F11vf1p4v9b?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",11.221899199515068,106.725268
Trạm thu phí ĐT741,DT741,1096685801,Trạm thu phí Số 1 - ĐT.741,8.4,4094748407,Trạm Thu Phí DT741,11.221867296920102,106.72532641673897,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90T741/@11.2218334,106.7252837,17z/data=!3m1!4b1!4m6!3m5!1s0x3174c7ec066570e9:0x71f957b08d6184c7!8m2!3d11.2218334!4d106.7252837!16s%2Fg%2F11vf1p4v9b?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",11.221820299515057,106.7253864
Trạm thu phí Ea Đar,Ea Đar Đắk Lắk,668471135,Trạm thu phí Ea Đar,0.0,668471135,Trạm Thu Phí Ea Đar Đắk Lắk,12.812885499659654,108.5116708,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ea+%C4%90ar/data=!4m7!3m6!1s0x3171df0024e23181:0xedbf03015eb4f5c!8m2!3d12.8129567!4d108.511572!16s%2Fg%2F11lmhftr8f!19sChIJgTHiJADfcTERXE_rFTDw2w4?authuser=0&hl=vi&rclk=1,12.812885499659654,108.5116708
Trạm thu phí đường bộ số 1 DT743,Genimex trạm số 1,9322484528,Trạm thu phí đường bộ số 1 DT743,0.0,9322484528,Trạm thu phí đường bộ số 1 DT743,10.97783619949704,106.74488449999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%91%C6%B0%E1%BB%9Dng+b%E1%BB%99+s%E1%BB%91+1+DT743/data=!4m7!3m6!1s0x3174da15da13361d:0x57fb77430227a97a!8m2!3d10.9778837!4d106.7448435!16s%2Fg%2F113j_77lf!19sChIJHTYT2hXadDEReqknAkN3-1c?authuser=0&hl=vi&rclk=1,10.97783619949704,106.74488449999998
Trạm thu phí đường bộ số 1 DT743,Genimex trạm số 1,9322484528,Trạm thu phí đường bộ số 1 DT743,10.1,9322484527,Trạm thu phí đường bộ số 1 DT743,10.97783619949704,106.74488449999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%91%C6%B0%E1%BB%9Dng+b%E1%BB%99+s%E1%BB%91+1+DT743/data=!4m7!3m6!1s0x3174da15da13361d:0x57fb77430227a97a!8m2!3d10.9778837!4d106.7448435!16s%2Fg%2F113j_77lf!19sChIJHTYT2hXadDEReqknAkN3-1c?authuser=0&hl=vi&rclk=1,10.977925899497045,106.7448961
Trạm Thu phí Số 2 - ĐT747A Km 1+670,Genimex trạm số 2,9301612561,Trạm Thu phí Số 2 - ĐT747A Km 1+670,0.0,9301612561,Trạm Thu Phí Genimex trạm số 2,10.974010799496767,106.7712123,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+2+-+%C4%90T747A+Km+1%2B670/data=!4m7!3m6!1s0x3174dbb6aacde233:0x625c42afa718cc4c!8m2!3d10.9740752!4d106.7713958!16s%2Fg%2F11sbt6lcc9!19sChIJM-LNqrbbdDERTMwYp69CXGI?authuser=0&hl=vi&rclk=1,10.974010799496767,106.7712123
Trạm Thu phí Số 2 - ĐT747A Km 1+670,Genimex trạm số 2,9301612561,Trạm Thu phí Số 2 - ĐT747A Km 1+670,7.9,9301612560,Trạm Thu Phí Genimex trạm số 2,10.974010799496767,106.7712123,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+2+-+%C4%90T747A+Km+1%2B670/data=!4m7!3m6!1s0x3174dbb6aacde233:0x625c42afa718cc4c!8m2!3d10.9740752!4d106.7713958!16s%2Fg%2F11sbt6lcc9!19sChIJM-LNqrbbdDERTMwYp69CXGI?authuser=0&hl=vi&rclk=1,10.97394079949676,106.77122169999998
Trạm Thu phí Số 3 - ĐT 747A Km 9+120,Genimex trạm số 3,10030773244,Trạm Thu phí Số 3 - ĐT 747A Km 9+120,0.0,10030773244,Trạm Thu Phí Genimex trạm số 3,11.027577999500611,106.7749224,"https://www.google.com/maps/place/11%C2%B001'39.1%22N+106%C2%B046'29.6%22E/@11.027525,106.7742383,187m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d11.027525!4d106.774882?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",11.027577999500613,106.7749224
Trạm Thu phí Số 3 - ĐT 747A Km 9+120,Genimex trạm số 3,10030773244,Trạm Thu phí Số 3 - ĐT 747A Km 9+120,7.7,10030773245,Trạm Thu Phí Genimex trạm số 3,11.027577999500611,106.7749224,"https://www.google.com/maps/place/11%C2%B001'39.1%22N+106%C2%B046'29.6%22E/@11.027525,106.7742383,187m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d11.027525!4d106.774882?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",11.02756759950061,106.77485219999998
Trạm Thu Phí Chư Sê,Gia Lai 1,10198842784,Trạm Thu Phí Hàm Rồng,0.0,10198842784,Trạm Thu Phí Hàm Rồng,13.874361699775724,108.00810769999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ch%C6%B0+S%C3%AA/data=!4m7!3m6!1s0x316c27006c165c0f:0x7815f22896b9e796!8m2!3d13.8741578!4d108.0081757!16s%2Fg%2F11x6qnjphw!19sChIJD1wWbAAnbDERlue5lijyFXg?authuser=0&hl=vi&rclk=1,13.874361699775724,108.00810769999998
Trạm Thu Phí Chư Sê,Gia Lai 1,10198842784,Trạm Thu Phí Hàm Rồng,21.8,10198842783,Trạm Thu Phí Hàm Rồng,13.874361699775724,108.00810769999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ch%C6%B0+S%C3%AA/data=!4m7!3m6!1s0x316c27006c165c0f:0x7815f22896b9e796!8m2!3d13.8741578!4d108.0081757!16s%2Fg%2F11x6qnjphw!19sChIJD1wWbAAnbDERlue5lijyFXg?authuser=0&hl=vi&rclk=1,13.874307299775714,108.00791400000001
Trạm Thu phí Cầu 110,Gia Lai 2,9921799661,Trạm Thu phí Cầu 110,0.0,9921799661,Trạm thu phí Cầu 110 (Chư Pưh),13.413531099723944,108.09282399999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+110/data=!4m7!3m6!1s0x316e779daf93a009:0x6a8e9b9e0eda940f!8m2!3d13.4135667!4d108.0928463!16s%2Fg%2F11c72lsmj3!19sChIJCaCTr513bjERD5TaDp6bjmo?authuser=0&hl=vi&rclk=1,13.413531099723944,108.09282399999998
Trạm Thu phí Cầu 110,Gia Lai 2,9921799661,Trạm Thu phí Cầu 110,21.9,9921799660,Trạm thu phí Cầu 110 (Chư Pưh),13.413531099723944,108.09282399999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+110/data=!4m7!3m6!1s0x316e779daf93a009:0x6a8e9b9e0eda940f!8m2!3d13.4135667!4d108.0928463!16s%2Fg%2F11c72lsmj3!19sChIJCaCTr513bjERD5TaDp6bjmo?authuser=0&hl=vi&rclk=1,13.413660599723956,108.092977
Trạm thu phí Hoàng Mai,Hoàng Mai,1183845008,Trạm thu phí Hoàng Mai,14.8,9177681181,Trạm thu phí Hoàng Mai,19.301875955798863,105.72421030724514,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ho%C3%A0ng+Mai,+AH1,+Ho%C3%A0ng+Mai,+Ngh%E1%BB%87+An,+Vi%E1%BB%87t+Nam/@19.3019039,105.7242358,17z/data=!3m1!4b1!4m6!3m5!1s0x31370b0631ba47d3:0x514cec1b205bf852!8m2!3d19.3019039!4d105.7242358!16s%2Fg%2F11bx1_g2qf?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",19.301891000334514,105.72434999999999
Trạm thu phí Hoàng Mai,Hoàng Mai,1183845008,Trạm thu phí Hoàng Mai,19.4,9177681180,Trạm thu phí Hoàng Mai,19.301875955798863,105.72421030724514,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ho%C3%A0ng+Mai,+AH1,+Ho%C3%A0ng+Mai,+Ngh%E1%BB%87+An,+Vi%E1%BB%87t+Nam/@19.3019039,105.7242358,17z/data=!3m1!4b1!4m6!3m5!1s0x31370b0631ba47d3:0x514cec1b205bf852!8m2!3d19.3019039!4d105.7242358!16s%2Fg%2F11bx1_g2qf?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",19.30187120033451,105.72402509999999
Trạm thu phí Hà Nội - Bắc Giang,Hà Nội - Bắc Giang,1095628565,Trạm thu phí Hà Nội - Bắc Giang,18.2,12307394543,Trạm Thu phí Hà Nội - Bắc Giang,21.09034654982544,105.96045260948794,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+N%E1%BB%99i+-+B%E1%BA%AFc+Giang/data=!4m7!3m6!1s0x313507f8f0c615c7:0xf85cec9539900094!8m2!3d21.0903439!4d105.9605126!16s%2Fg%2F11cs0bb15g!19sChIJxxXG8PgHNTERlACQOZXsXPg?authuser=0&hl=vi&rclk=1,21.090282900405874,105.9606147
Trạm thu phí Hà Nội - Bắc Giang,Hà Nội - Bắc Giang,1095628565,Trạm thu phí Hà Nội - Bắc Giang,18.8,12269366786,Trạm Thu phí Hà Nội - Bắc Giang,21.09034654982544,105.96045260948794,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+N%E1%BB%99i+-+B%E1%BA%AFc+Giang/data=!4m7!3m6!1s0x313507f8f0c615c7:0xf85cec9539900094!8m2!3d21.0903439!4d105.9605126!16s%2Fg%2F11cs0bb15g!19sChIJxxXG8PgHNTERlACQOZXsXPg?authuser=0&hl=vi&rclk=1,21.09038980040588,105.96027779999999
Trạm thu phí Hà Nội - Bắc Giang,Hà Nội - Bắc Giang,1095628565,Trạm thu phí Hà Nội - Bắc Giang,69.4,8201927996,Trạm Thu phí Hà Nội - Bắc Giang,21.09034654982544,105.96045260948794,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+N%E1%BB%99i+-+B%E1%BA%AFc+Giang/data=!4m7!3m6!1s0x313507f8f0c615c7:0xf85cec9539900094!8m2!3d21.0903439!4d105.9605126!16s%2Fg%2F11cs0bb15g!19sChIJxxXG8PgHNTERlACQOZXsXPg?authuser=0&hl=vi&rclk=1,21.090207600405872,105.95980069999999
